层级,职业编码,职业名称,职业描述,主要工作任务,parent_code,l2_prefix,category,core_actions,objects,deliverables,main_kpi,environment,served_population,role_level
四级,6-25-02-01,真空电子器件零件制造及装调工,使用绕栅机、冲压机、真空排气等设备和工具，制造真空电子器件材料和零件，并装配和调试零部件的人员。,"1.使用设备和工具，制造真空电子器件的材料和零件
2.操作绕珊机、冲压机、电焊机等设备，制造真空电子器件管内、管外金属零件
3.使用工装、夹具和封接炉等设备，制造装配、加工真空电子器件的管芯部分
4.操作真空排气和检测、老练等设备，装配、调试真空电子器件。",6-25-02,6-25,6类-生产制造,"[""制造器件材料零件"", ""制造金属零件"", ""装配加工管芯"", ""调试真空电子器件""]","[""真空电子器件材料"", ""管内管外金属零件"", ""真空电子器件管芯""]","[""真空电子器件零件"", ""真空电子器件管芯"", ""调试合格的真空电子器件""]","""零件成品合格率""","[""真空电子器件生产车间"", ""真空排气加工区""]","[""下游组装环节"", ""电子器件采购方""]",一线执行
四级,6-25-02-02,电极丝制造工,操作拉丝、成型等设备，制造钨铰丝加热子和电极丝的人员。,"1.使用清洗、拉丝、涂硼设备，制造杜美丝
2.操作成型设备，将钨丝制成钨铰丝加热子
3.操作设备，制造阻充电极丝、转印电极丝
4.操作设备，将杜美丝、镍丝加工成三节丝
5.维护保养设备。",6-25-02,6-25,6类-生产制造,"[""制造杜美丝"", ""制造钨铰丝加热子"", ""制造电极丝"", ""加工三节丝"", ""维护保养设备""]","[""拉丝成型设备"", ""钨丝/镍丝"", ""电极丝原材料""]","[""杜美丝"", ""钨铰丝加热子"", ""阻充电极丝"", ""转印电极丝"", ""三节丝""]","""电极丝成品合格率""","[""电极丝生产车间"", ""拉丝加工车间""]","[""下游电子元件组装企业"", ""工业设备制造商""]",一线执行
四级,6-25-02-03,液晶显示器件制造工,操作镀膜、曝光、显影等设备，制作、装配和调试液晶显示器的人员。,"1.使用涂覆、焙烧等设备和工具，在有导电图形的玻璃片上制作液晶分子有序排列的取向层
2.使用印刷、焙烧等设备和工具，将具有表面取向层的电极玻璃片制成单体或集成化的液晶盒组件
3.使用划片、分断等设备和工具，将集成化的液晶盒组件制成单体的液晶盒，注入液晶材料制成液晶屏
4.使用专用检测分类设备和工具，装配、测试液晶显示器。",6-25-02,6-25,6类-生产制造,"[""制作取向层"", ""制作液晶盒组件"", ""制作液晶屏"", ""装配测试液晶显示器""]","[""导电玻璃片"", ""液晶盒组件"", ""液晶材料"", ""液晶显示器""]","[""液晶盒组件"", ""液晶屏"", ""成品液晶显示器""]","""液晶显示器成品合格率""","[""液晶显示器件生产车间"", ""无尘车间""]","[""下游电子产品组装企业"", ""消费者""]",一线执行
四级,6-25-02-04,晶片加工工,操作晶体生长设备，制备生长晶锭，并加工晶片的人员。,"1.操作设备，采用直拉或区熔等方法，使高纯多晶材料生长成晶锭
2.操作滚磨机等设备，进行晶锭整形加工
3.操作热处理设备，进行晶锭热处理
4.操作测试设备，测试晶锭性能
5.使用切片机，将晶锭切割成晶片
6.操作套圆设备，在晶片上套圆
7.操作倒角、磨片等设备，进行晶片倒角、磨片、腐蚀和抛光
8.操作检测设备，分选和检测晶片。",6-25-02,6-25,6类-生产制造,"[""生长晶锭"", ""整形加工"", ""切割晶片"", ""倒角抛光"", ""分选检测""]","[""高纯多晶材料"", ""晶锭"", ""晶片""]","[""合格晶片"", ""晶锭"", ""晶片检测报告""]","""晶片合格率""","[""晶体生长车间"", ""晶片加工车间""]","[""下游半导体制造企业""]",一线执行
四级,6-25-02-05,半导体芯片制造工,操作外延炉、高温氧化扩散炉、光刻机、淀积台等设备，制造半导体分立器件、集成电路、传感器芯片的人员。,"1.操作外延炉等设备，进行气体纯化、四氯化硅精馏，在单晶片上生长外延层
2.使用高温炉，在半导体晶体表面制备氧化层，使杂质由晶片表面向内部扩散或进行其他热处理
3.操作离子注入设备，电离掺杂剂并加速，注入晶体，并退火激活
4.操作气相淀积设备，在衬底表面淀积一层固态薄膜
5.操作涂胶显影设备、光刻机、刻蚀设备，在半导体表面掩膜层上刻制图形
6.操作机械加工等设备，对晶片加工形成器件台面，并对表面作钝化保护
7.操作溅射、蒸发等真空镀膜设备，在晶片表面沉积一层具有特殊性能的薄膜
8.操作电镀设备，对半导体晶片、器件、集成电路、传感器等的金属电极特定部位进行镀覆
9.操作退火设备进行晶片退火
10.操作测试设备，进行晶片在片测试
11.操作减薄、划片、检验与分选设备，减薄、分割、检验与分选晶片。",6-25-02,6-25,6类-生产制造,"[""操作半导体制造设备"", ""生长外延层"", ""刻制掩膜图形"", ""沉积薄膜"", ""检验分选晶片""]","[""半导体晶片"", ""集成电路芯片"", ""半导体制造设备"", ""掩膜层""]","[""半导体分立器件"", ""集成电路芯片"", ""传感器芯片""]","""晶片合格率""","[""半导体无尘车间"", ""芯片制造车间""]","[""下游封装企业"", ""电子产品制造商""]",一线执行
四级,6-25-02-06,半导体分立器件和集成电路装调工,操作植球、划片、焊接、粘接等设备，装配调试半导体分立器件和集成电路的人员,"1.操作植球设备，进行晶片等操作界面凸点加工
2.操作划片机、检验与分选设备，分割、检验与分选晶片等基片
3.操作焊接、粘接设备，将芯片与其他装入件装配到载体、基片、管壳等指定位置
4.操作键合机，将芯片与其他装入件、基片、外壳互连
5.使用测试、检验等仪器设备调试、检验产品
6.使用封焊机等设备进行产品封盖
7.使用测试、试验等仪器设备进行产品测试、试验和老化筛选。",6-25-02,6-25,6类-生产制造,"[""加工晶片凸点"", ""分割分选晶片基片"", ""装配芯片组件"", ""互连芯片外壳"", ""调试测试半导体产品""]","[""晶片基片"", ""半导体芯片"", ""载体管壳"", ""半导体分立器件和集成电路""]","[""装配完成的半导体器件"", ""产品测试报告"", ""封盖成品""]","""产品合格率""","[""半导体无尘车间"", ""电子装配车间""]","[""下游电子产品制造商"", ""半导体封装测试企业""]",一线执行
四级,6-25-02-07,磁头制造工,使用研磨、烧结等设备和工具，制造用于磁记录设备的磁头的人员。,"1.使用研磨等设备和工夹具，进行磁头的零部件切割、磨削和研磨等加工
2.使用专用设备和工夹具，在磁头片上绕线
3.使用烧结等设备和工具，装配磁头，并进行烧结、灌封和焊接
4.操作研磨等设备，研磨、抛光磁头
5.使用仪器、仪表和工量具，测试磁头
6.使用专用设备和仪器，将记录电极、辅助电极、接口等装配成静电记录头。",6-25-02,6-25,6类-生产制造,"[""切割磨削零部件"", ""磁头片绕线"", ""烧结灌封焊接"", ""研磨抛光磁头"", ""测试磁头""]","[""磁头零部件"", ""磁头片"", ""记录电极"", ""静电记录头""]","[""合格磁头"", ""静电记录头"", ""磁头测试记录""]","""磁头成品合格率""","[""磁头生产车间"", ""精密加工车间""]","[""磁记录设备生产企业""]",一线执行
四级,6-25-03-00,计算机及外部设备装配调试员,使用计算机及外部设备生产线、工艺装备、软硬件调试工具，装配调试计算机及打印机、显示器、磁盘阵列等外部设备的人员。,"1.准备计算机及打印机、显示器、磁盘阵列等外部设备装配调试环境和调试工具
2.使用装配工装和示波器、万用表等工具，装配调试计算机及打印机、显示器、磁盘阵列等外部设备零部件
3.使用装配工装和示波器、万用表等工具，装配调试计算机及打印机、显示器、磁盘阵列等外部设备板卡
4.使用装配工装和示波器、万用表等工具，装配调试计算机及打印机、显示器、磁盘阵列等外部设备整机。",6-25-03,6-25,6类-生产制造,"[""准备装配调试环境"", ""装配调试设备零部件"", ""装配调试设备板卡"", ""装配调试设备整机""]","[""计算机及外部设备"", ""设备零部件"", ""设备板卡"", ""设备整机""]","[""调试合格的计算机整机"", ""调试合格的外部设备""]","""设备装配合格率""","[""计算机及外部设备生产线"", ""电子装配车间""]","[""下游组装环节"", ""终端用户""]",一线执行
四级,6-25-04-01,通信系统设备制造工,使用频谱仪、通信接口测试仪等仪器、设备和工具，装配、调试通信系统设备的人员。,"1.操作通信生产设备，装配通信系统设备的电路板卡等组件
2.使用测试和检验工具等，调试、检验通信系统设备的组件
3.使用通信生产设备和工具等，装配交换、传输、接入等通信系统设备整机
4.使用通信接口测试仪器和检验工具等，检验通信系统设备的光、电、无线等接口的性能，并进行调试
5.使用通信协议测试仪器和检验工具等，调测、检验通信系统设备通信协议
6.使用通信测试仪表和检验工具等，调测、检验通信系统设备通信网管功能
7.使用通信性能测试和检验工具等，调试、检验通信系统设备整机性能特性
8.维护保养设备、仪器。",6-25-04,6-25,6类-生产制造,"[""装配通信组件与整机"", ""调试检验通信接口"", ""调测通信协议与网管功能"", ""维护通信生产设备""]","[""通信系统电路板卡"", ""通信系统设备整机"", ""通信接口与协议"", ""通信生产测试仪器""]","[""通信系统设备整机"", ""通信组件成品"", ""设备检验记录""]","""设备成品合格率""","[""通信设备生产车间"", ""电子装配车间""]","[""通信设备采购企业"", ""质量检验部门""]",一线执行
四级,6-25-04-02,通信终端设备制造工,使用综合测试仪、信号源等仪表、工具和设备，装配、调试通信终端设备的人员。,"1.使用通信生产设备、组合工具和夹具等，组装通信终端设备
2.使用工装、夹具，利用通信设备仿真环境，调试与测试通信终端设备
3.使用通信接口测试仪器、设备，调试通信终端设备接口参数
4.使用工具、仪器仪表和设备，测试和调试通信终端整机
5.检验通信终端设备的整机功能
6.维护保养设备、仪器。",6-25-04,6-25,6类-生产制造,"[""组装通信终端设备"", ""调试测试通信终端设备"", ""调试接口参数"", ""检验整机功能"", ""维护保养生产设备""]","[""通信终端设备"", ""通信接口参数"", ""通信生产设备"", ""测试仪器仪表""]","[""通信终端设备成品"", ""设备测试报告""]","""成品合格率""","[""通信设备生产车间"", ""设备调试间""]","[""质检部门"", ""通信设备用户""]",一线执行
四级,6-25-04-03,雷达装调工,使用信号源、示波器、专用电源、网络分析仪等工具、工装、仪器仪表和调试设备，装配、调试雷达分机及整机的人员。,"1.使用千分表、千分尺等工具，将零部件装配成雷达整件
2.操作经纬仪等专用设备，装配雷达天线等分机
3.操作高精度水平仪等设备，进行雷达结构调整
4.使用标准望远镜等工具，架设雷达天线、分机及整机，并进行整体装配
5.使用力矩扳手等工具，将雷达固定在地面、车辆、舰船、飞机、卫星等平台中，并进行整体装配
6.使用仪器、仪表及调试设备，调试、测试雷达分机及整机。",6-25-04,6-25,6类-生产制造,"[""装配雷达整件分机"", ""调整雷达结构"", ""架设雷达整机"", ""调试测试雷达设备""]","[""雷达零部件"", ""雷达天线分机"", ""雷达整机"", ""雷达安装平台""]","[""装配完成的雷达整机"", ""调试合格的雷达分机"", ""雷达调试测试报告""]","""雷达装配调试合格率""","[""雷达生产车间"", ""雷达安装现场""]","[""雷达使用单位"", ""军工生产企业""]",一线执行
四级,6-25-04-04,激光设备安装调试员,使用设备、工具和仪器，安装、调试、保养、维修工业激光设备和民用激光产品部件与整机的人员,"1.安装、调试工业激光设备、民用激光产品的激光器和外光路系统
2.调试、检验工业激光设备和民用激光产品整机
3.进行激光加工产品打样和激光加工工艺调试
4.现场安装工业激光设备，进行客户培训
5.保养、维修激光设备和激光整机。",6-25-04,6-25,6类-生产制造,"[""安装调试激光系统"", ""检验激光整机"", ""调试激光加工工艺"", ""维修激光设备""]","[""工业激光设备"", ""民用激光产品"", ""激光器"", ""外光路系统""]","[""设备安装调试报告"", ""激光加工打样件"", ""设备保养记录""]","""设备安装调试合格率""","[""工业生产车间"", ""客户安装现场"", ""激光设备调试间""]","[""工业企业客户"", ""民用激光产品用户""]",一线执行
四级,6-25-04-05,智能硬件装调员,使用示波器、信号发生器、计算机或手机等工具设备，进行智能硬件及系统硬件等装配调试工作的人员。,"1.操作电子产品装配设备、示波器、信号发生器等，进行智能硬件组件的装配、调试及故障排除，组件功能软件的测试及调试，撰写智能硬件组件的装调报告
2.分析研究智能硬件在家用服务、医疗服务、物流和公共服务等应用场景的需求，提出解决方案
3.进行智能硬件应用系统的参数调测、方案应用和部署实施，撰写智能硬件应用系统的装调维护报告
4.进行智能硬件在环境感知、自动控制、人机交互等应用方面的适配、安装、调试
5.测试智能硬件应用系统功能，撰写应用系统测试及优化报告
6.提供智能硬件相关技术咨询和技术服务等。",6-25-04,6-25,6类-生产制造,"[""装配调试智能硬件组件"", ""分析应用场景需求"", ""部署实施应用方案"", ""测试优化应用系统""]","[""智能硬件组件"", ""系统硬件参数"", ""应用场景需求"", ""感知控制模块""]","[""智能硬件组件装调报告"", ""智能硬件应用系统装调维护报告"", ""应用系统测试及优化报告""]","""智能硬件装配调试合格率""","[""电子装配车间"", ""硬件调试实验室"", ""客户应用现场""]","[""智能硬件用户"", ""医疗/物流/公共服务机构"", ""硬件研发团队""]",一线执行
四级,6-25-04-06,电子设备机械装校工,使用装配工作台、水平仪、经纬仪、百分表等工具、设备和仪器，装配、调整电子设备机械部分零部件、整件的人员。,"1.使用卡尺、测量平板、静平衡机等工具、设备，复测和试装电子设备机械部件的零件
2.使用螺丝刀、手电钻、压力机等工具、设备组装电子设备机械部件和整件
3.使用精密测量平板、平行光管、光学直角器等，测量和调整电子设备机械部件和整件的机械精度
4.使用转速表、分贝仪等仪器，进行电子设备机械整件工艺试车，并进行调整
5.维护保养装配设备、工夹量具和仪器仪表。",6-25-04,6-25,6类-生产制造,"[""复测试装零件"", ""组装机械部件"", ""调整机械精度"", ""进行工艺试车"", ""维护保养装配设备""]","[""电子设备机械零件"", ""电子设备机械整件"", ""装配设备"", ""工夹量具""]","[""组装完成的电子设备机械整件"", ""机械精度测量记录"", ""设备维护保养记录""]","""机械装配合格率""","[""电子设备装配车间"", ""精密测量室""]","[""下游组装工序人员"", ""质量检测人员""]",一线执行
四级,6-25-04-07,电子设备装接工,使用锡锅、波峰焊、回流焊、自动插装机、表面贴装设备等仪器、设备及电烙铁、剥线钳、压线钳等工具，装配、连接、组装电子设备组件、部件、整机的人员。,"1.使用尖嘴钳、尺子等工具，画钉样板图，进行导线或线缆下线、端头处理、捆扎导线线束。
2.使用剥线钳、锡锅等工具和设备，进行导线剥头、沾锡
3.使用锡锅等设备和工具，进行元器件成型、搪锡去金
4.使用自动插装机或手工，在印制电路板或基板上装插元器件
5.操作波峰焊、浸焊设备或使用电烙铁，焊接元器件和导线
6.使用绕线枪、压装器等工具，绕线或压接导线
7.装配电子设备的组件、部件和整机
8.在印制电路板上贴装、焊接元器件
9.使用电烙铁、返修台等工具和设备，进行不良焊点、元器件返修或更换。",6-25-04,6-25,6类-生产制造,"[""装插元器件"", ""焊接元器件导线"", ""装配电子设备"", ""处理导线线束"", ""返修更换元器件""]","[""印制电路板"", ""电子设备组件"", ""导线线缆"", ""电子元器件""]","[""电子设备整机"", ""电子设备组件"", ""导线线束""]","""产品焊接合格率""","[""电子组装车间"", ""电子生产线""]","[""下游组装企业"", ""电子产品用户""]",一线执行
四级,6-25-04-08,电子设备调试工,使用示波器、万用表、信号源等仪器、仪表，调试电子设备组件、部件、整机的人员。,"1.使用电源设备和信号源等仪器、仪表，调试电子设备的模块功能单元
2.使用示波器、信号分析仪等，调试电子设备的分机功能和性能指标
3.使用电流表、电压表等，调试电子设备的整机功能和性能指标
4.记录和处理调试结果。",6-25-04,6-25,6类-生产制造,"[""调试模块功能单元"", ""调试分机性能指标"", ""调试整机功能指标"", ""记录调试结果""]","[""电子设备模块"", ""电子设备分机"", ""电子设备整机""]","[""电子设备调试记录"", ""电子设备性能报告""]","""电子设备调试合格率""","[""电子设备调试车间"", ""电子设备实验室""]","[""质量检测人员"", ""下游组装环节""]",一线执行
四级,6-25-04-09,物联网安装调试员,使用检测仪器和专用工具，安装、配置、调试物联网产品与设备的人员。,"1.检测物联网设备、感知模块、控制模块的质量
2.组装物联网设备及相关附件
3.连接物联网设备电路
4.建立物联网设备与设备、设备与网络的连接
5.调整设备安装距离，优化物联网网络布局
6.配置物联网网关和短距传输模块参数
7.预防和解决物联网产品和网络系统中的网络瘫痪、中断等事件，确保物联网产品及网络的正常运行。",6-25-04,6-25,6类-生产制造,"[""检测设备质量"", ""组装物联网设备"", ""配置网关参数"", ""优化网络布局"", ""解决网络故障""]","[""物联网感知模块"", ""物联网控制模块"", ""物联网网关"", ""物联网网络系统""]","[""物联网安装调试报告"", ""设备配置参数表""]","""物联网网络运行稳定性""","[""物联网设备安装现场"", ""网络机房"", ""设备调试车间""]","[""物联网产品用户"", ""企业客户""]",一线执行
四级,6-26-01-01,仪器仪表制造工,使用工具、机械设备、检测装备和工艺装备，进行仪器仪表产品及零部件或自动化控制系统加工生产、组合装配、调试检测的人员。,"1.安装调整工艺装备、仪器仪表测试设备，装卸工件
2.使用设备和工具，加工组装、调整、校正、测试仪器仪表零部件元器件
3.使用专用设备、工具，组装、检测、调试仪器仪表和自动化控制系统等装置
4.维护保养工装器具、测试设备等工艺装备，排除故障。",6-26-01,6-26,6类-生产制造,"[""安装调整工艺装备"", ""加工组装零部件"", ""校正测试元器件"", ""组装调试自动化控制系统"", ""维护保养工艺装备""]","[""仪器仪表零部件"", ""自动化控制系统"", ""仪器仪表测试设备"", ""工艺装备""]","[""合格的仪器仪表产品"", ""调试合格的自动化控制系统"", ""设备维护记录""]","""产品合格率""","[""仪器仪表制造车间"", ""自动化生产线"", ""检测实验室""]","[""工业企业用户"", ""下游组装单位""]",一线执行
四级,6-26-01-02,钟表及计时仪器制造工,使用设备、工具、量具和仪器仪表，进行钟表及计时仪器零件制造、精饰加工和装配调试的人员。,"1.操作专用设备，进行金属或非金属材料精饰加工，制成钟表零件，并组装成部件或组件
2.操作专用机床、激光打孔机，进行人造刚玉等加工，制成钟表用宝石元件、防震器等零件
3.使用钟表精密注塑设备，加工橡塑零件
4.将零件、部件、组件和配件总装成钟表
5.使用专用检测仪器，进行钟表半成品和成品检测、试验
6.使用专用设备和工具，将金属、皮革等材料制成钟表的表带、表链
7.维护保养工具、夹具、模具、刀具、量具、仪器仪表及设备。",6-26-01,6-26,6类-生产制造,"[""精饰加工钟表零件"", ""总装钟表成品"", ""检测钟表半成品"", ""加工宝石元件"", ""维护保养生产设备""]","[""钟表零件及组件"", ""人造刚玉"", ""橡塑材料"", ""钟表专用机床""]","[""钟表成品"", ""钟表精密零件"", ""钟表表带表链""]","""成品合格率""","[""钟表制造车间"", ""精密加工车间""]","[""钟表消费者"", ""下游组装企业""]",一线执行
四级,6-27-01-00,再生物资加工处理工L,使用拆解、筛选等工具设备，处理回收废旧物资，加工成再生资源的人员,"1.使用工具，检查、剔除待处理物料中的杂质和危险品
2.登记、标识规定的待处理产品
3.使用工具和设备，拆解回收的产品，挑选、回收可再制造的零部件
4.操作专用设备，破碎、筛选、提取不同材质的原料
5.操作专用设备，进行物料压块、切片、造粒等成型加工
6.处理、回收加工过程中的废水、废油、废酸等物料，避免二次污染环境
7.处理设备使用故障，维护保养加工设备。",6-27-01,6-27,6类-生产制造,"[""剔除物料杂质"", ""拆解回收产品"", ""破碎筛选原料"", ""成型加工物料"", ""维护保养设备""]","[""废旧物资"", ""可再制造零部件"", ""再生资源原料"", ""再生物资加工设备""]","[""再生资源成品"", ""可再制造零部件"", ""物料登记记录""]","""再生资源合格率""","[""再生资源加工车间"", ""废旧物资回收站""]","[""下游再生资源利用企业""]",一线执行
四级,6-28-01-01,锅炉运行值班员,操作锅炉等设备，监视、调控设备负荷及工作参数的人员。,"1.启停锅炉及附属设备
2.调节控制燃料量、风量、脱硫脱硝剂投入量
3.监控锅炉汽温、汽压、水位、烟气温度、氮氧化物含量、炉渣及干灰量
4.巡回检查设备，处理隐患与故障
5.维护、保养设备，进行切换、试验，验收、试运行设备
6.填写运行日志与锅炉运行技术记录。",6-28-01,6-28,6类-生产制造,"[""启停锅炉设备"", ""调节控制燃料风量"", ""监控锅炉运行参数"", ""巡检处理设备故障"", ""维护保养锅炉设备""]","[""锅炉及附属设备"", ""燃料与脱硫脱硝剂"", ""锅炉运行参数""]","[""锅炉运行日志"", ""锅炉运行技术记录""]","""锅炉运行参数稳定性""","[""锅炉房"", ""锅炉控制室"", ""工业生产车间""]","[""工厂生产部门"", ""电厂运行部门""]",一线执行
四级,6-28-01-02,燃料值班员,操作气、煤、油、生物质等燃料的卸储、配送、制备设备，监控其运行工况的人员。,"1.启停燃料卸储、配送、制备设备
2.调控燃料量和燃料混配比例
3.巡回检查设备，处理设备异常及故障
4.维护保养设备，进行设备切换、试验
5.计量、验收及储存燃料
6.进行设备投运前与检修后的验收、试运行
7.试验、操作燃料系统消防设备
8.填写运行日志和技术记录。",6-28-01,6-28,6类-生产制造,"[""启停燃料设备"", ""调控燃料比例"", ""巡检处理设备故障"", ""计量验收燃料"", ""填写运行日志""]","[""气煤油生物质燃料"", ""燃料卸储配送制备设备"", ""燃料系统消防设备""]","[""燃料运行日志"", ""燃料技术记录"", ""燃料验收单""]","""燃料供应稳定性""","[""燃料卸储区"", ""燃料配送车间"", ""燃料制备站""]","[""下游生产车间"", ""锅炉运行部门""]",一线执行
四级,6-28-01-03,汽轮机运行值班员,操作汽轮机及辅助设备，监控设备运行工况，并进行事故处理的人员。,"1.启停汽轮机主、辅设备
2.监视蒸汽温度、压力、流量和汽轮机胀差、真空、金属温度、振动
3.控制设备和工质的技术指标
4.巡回检查设备，分析、处理异常情况与事故
5.维护、保养设备，进行设备、系统切换和试验
6.验收、调试检修后的设备。",6-28-01,6-28,6类-生产制造,"[""启停汽轮机主辅设备"", ""监视运行工况"", ""控制技术指标"", ""处理设备事故"", ""维护保养设备""]","[""汽轮机主辅设备"", ""蒸汽工质"", ""运行技术指标""]","[""汽轮机运行日志"", ""设备巡检记录"", ""设备验收报告""]","""设备运行稳定性""","[""电厂中央控制室"", ""汽轮机车间""]","[""电厂调度部门"", ""设备检修人员""]",一线执行
四级,6-28-01-04,燃气轮机值班员,操作燃气轮机及其联合循环发电机组，监控其运行情况的人员。,"1.启停燃气轮机及其联合循环发电机组
2.监视蒸汽温度、压力、流量和燃气轮机胀差、金属温度
3.控制设备和工质的技术指标
4.巡回检查设备，分析、处理异常情况和事故
5.维护、保养设备，进行设备、系统切换和试验
6.验收、调试检修后的设备。",6-28-01,6-28,6类-生产制造,"[""启停燃气轮机发电机组"", ""监视运行参数"", ""控制工质技术指标"", ""巡检处理设备事故"", ""维护保养设备""]","[""燃气轮机"", ""联合循环发电机组"", ""工质技术指标"", ""发电设备系统""]","[""运行记录日志"", ""设备巡检报告"", ""设备验收调试记录""]","""设备运行稳定性""","[""电厂控制室"", ""燃气轮机机房"", ""发电机组现场""]","[""电网调度部门"", ""电厂运行管理部门""]",一线执行
四级,6-28-01-05,发电集控值班员,操作发电厂单元机组及其辅助设备集控系统，监控其运行工况的人员。,"1.启停单元机组设备与辅助设备
2.使用分散控制系统（DCS）、电气控制系统（ECS）、网络控制系统（NCS），监视炉、机、电、辅助设备及工质的参数
3.协调控制炉、机、电及辅助设备的运行工况
4.巡视、检查设备，分析、处理异常情况和事故
5.维护、保养单元集控设备，进行设备、系统切换和试验
6.验收、调试检修后的设备。",6-28-01,6-28,6类-生产制造,"[""启停单元机组设备"", ""监视设备运行参数"", ""协调控制运行工况"", ""处理设备异常事故"", ""维护保养集控设备""]","[""单元机组及辅助设备"", ""分散控制系统(DCS)"", ""电气控制系统(ECS)"", ""网络控制系统(NCS)""]","[""发电单元运行日志"", ""设备运行参数记录"", ""事故处理报告""]","""机组运行稳定性""","[""发电厂集控室"", ""发电厂设备现场""]","[""电网调度部门"", ""电厂运行管理部门""]",一线执行
四级,6-28-01-06,电气值班员,操作发电厂的发电机组、厂用电系统、升压站的设备，巡视、监控其运行工况的人员。,"1.巡视、检查、监控发电机组、厂用电系统、升压站的设备运行工况，发现异常，上报并进行处理
2.调整发电机输出功率，控制电能质量
3.进行发电机并解列操作
4.执行调度命令，进行倒闸操作
5.进行电网和电气设备的事故及异常情况处理
6.维护发电机组、厂用电系统、升压站的设备
7.验收新投入和检修后的设备
8.填写运行日志和技术记录。",6-28-01,6-28,6类-生产制造,"[""巡视监控设备工况"", ""调整发电机功率"", ""执行倒闸操作"", ""处理电气事故异常"", ""填写运行日志""]","[""发电机组"", ""厂用电系统"", ""升压站设备"", ""电能质量""]","[""电气运行日志"", ""设备技术记录""]","""设备运行稳定性""","[""发电厂控制室"", ""升压站现场"", ""厂用电系统区域""]","[""电网调度部门"", ""发电企业"", ""电力用户""]",一线执行
四级,6-28-01-07,火电厂氢冷值班员,操作制氢站和发电机氢冷系统设备，监控其运行工况的人员。,"1.启停制氢和发电机氢冷系统设备
2.监控发电机氢气温度、压力、湿度、纯度和漏氢量等参数
3.调整运行方式，进行发电机的正常充、补氢和气体置换操作
4.清洗水电解制氢设备碱液循环过滤器
5.进行制氢和氢冷系统及设备气密性试验
6.巡回检查、维护保养设备，分析、处理设备异常、故障
7.验收新投入和检修后的设备
8.填写运行日志和试验报告。",6-28-01,6-28,6类-生产制造,"[""启停制氢和氢冷系统设备"", ""监控氢气运行参数"", ""执行充补氢与气体置换"", ""维护保养氢冷设备"", ""进行气密性试验""]","[""制氢站设备"", ""发电机氢冷系统"", ""氢气运行参数"", ""碱液循环过滤器""]","[""氢冷系统运行日志"", ""气密性试验报告""]","""无明确指标""","[""火电厂制氢站"", ""发电机氢冷系统运行区""]","[""火电厂生产部门"", ""电厂运行管理人员""]",一线执行
四级,6-28-01-08,余热余压利用系统操作工L,操作余热锅炉、余压发电机等潜能回收与利用设备，回收利用余压、余热的人员。,"1.操作除尘设备，除掉烟气中的粉尘
2.调控余热锅炉、汽化水系统等设备，回收余热蒸汽
3.监控高炉炉顶的工况，调控透平机、发电机及辅助设备的运行参数，进行余压发电
4.调控压缩机、燃气轮机、发电机等设备，监控气温、气压，将经增压、增温的空气和煤气送入燃气轮机，带动发电机发电
5.监控热源的工况，调控锅炉、汽轮机、发电机及辅助设备的运行参数，进行余热发电
6.操控软水处理等设备设施，进行水处理
7.维护保养设备，处理故障，填写生产记录。",6-28-01,6-28,6类-生产制造,"[""操作除尘设备"", ""调控余热回收设备"", ""监控余压发电参数"", ""操控水处理设备"", ""维护保养回收设备""]","[""余热锅炉"", ""余压发电机"", ""燃气轮机"", ""软水处理设备""]","[""生产记录"", ""回收余热蒸汽"", ""余压发电电量""]","""设备运行稳定性""","[""余热回收车间"", ""发电机房"", ""高炉炉顶区域""]","[""工厂能源管理部门"", ""下游生产车间""]",一线执行
四级,6-28-01-09,水力发电运行值班员L,操作、监控水力发电机组、厂属变电站设备、泄水闸门，进行水电站水情测报和水库调度运行的人员,"1.启动水力发电机组及辅助设备、厂属变电站设备
2.监控机组、厂属变电站及其附属设备运行工况和参数
3.操作、监视、调整泄水闸门及附属设备
4.巡视、检查设备，分析、处理异常情况和事故
5.进行水电站水情测报、水库调度
6.维护、保养设备，进行设备、系统切换和试验，验收、调试检修后的设备。",6-28-01,6-28,6类-生产制造,"[""启动水力发电机组"", ""监控设备运行参数"", ""操作调整泄水闸门"", ""处理设备异常事故"", ""进行水情测报调度""]","[""水力发电机组"", ""厂属变电站设备"", ""泄水闸门"", ""水库调度系统""]","[""水电站运行日志"", ""水情测报报表"", ""设备验收调试记录""]","""设备运行稳定性""","[""水电站中央控制室"", ""发电机组车间"", ""厂属变电站""]","[""电网调度部门"", ""水利管理机构""]",一线执行
