源编码,目标实体,关系类型
6-15-05-01,检测,INVOLVES_ACTION
6-15-05-01,陶瓷坯料,TARGETS_OBJECT
6-15-05-01,釉料,TARGETS_OBJECT
6-15-05-01,设备,TARGETS_OBJECT
6-15-05-02,操作,INVOLVES_ACTION
6-15-05-02,成型,INVOLVES_ACTION
6-15-05-02,施釉,INVOLVES_ACTION
6-15-05-02,陶瓷坯体,TARGETS_OBJECT
6-15-05-02,成型设备,TARGETS_OBJECT
6-15-05-02,釉料,TARGETS_OBJECT
6-15-05-03,操作,INVOLVES_ACTION
6-15-05-03,控制,INVOLVES_ACTION
6-15-05-03,烧制,INVOLVES_ACTION
6-15-05-03,窑炉,TARGETS_OBJECT
6-15-05-03,陶瓷制品,TARGETS_OBJECT
6-15-05-03,设备,TARGETS_OBJECT
6-15-05-04,贴花,INVOLVES_ACTION
6-15-05-04,绘制,INVOLVES_ACTION
6-15-05-04,雕塑,INVOLVES_ACTION
6-15-05-04,陶瓷制品,TARGETS_OBJECT
6-15-05-04,陶瓷半成品,TARGETS_OBJECT
6-15-05-04,陶瓷坯体,TARGETS_OBJECT
6-15-05-05,制作,INVOLVES_ACTION
6-15-05-05,烧造,INVOLVES_ACTION
6-15-05-05,维护保养,INVOLVES_ACTION
6-15-05-05,琉璃砖瓦,TARGETS_OBJECT
6-15-05-05,构件,TARGETS_OBJECT
6-15-05-05,设备,TARGETS_OBJECT
6-15-05-05,炉窑,OPERATES_IN_ENV
6-15-06,加工,INVOLVES_ACTION
6-15-06,烧制,INVOLVES_ACTION
6-15-06,烧成,INVOLVES_ACTION
6-15-06,耐火材料原料,TARGETS_OBJECT
6-15-06,耐火材料制品,TARGETS_OBJECT
6-15-06-01,操作,INVOLVES_ACTION
6-15-06-01,加工,INVOLVES_ACTION
6-15-06-01,维护保养,INVOLVES_ACTION
6-15-06-01,耐火原料,TARGETS_OBJECT
6-15-06-01,耐火材料,TARGETS_OBJECT
6-15-06-01,设备,TARGETS_OBJECT
6-15-06-02,操作,INVOLVES_ACTION
6-15-06-02,烧制,INVOLVES_ACTION
6-15-06-02,维护保养,INVOLVES_ACTION
6-15-06-02,耐火材料制品,TARGETS_OBJECT
6-15-06-02,隧道窑,TARGETS_OBJECT
6-15-06-02,耐火砖坯,TARGETS_OBJECT
6-15-06-02,耐火热工窑炉,OPERATES_IN_ENV
6-15-06-03,操作,INVOLVES_ACTION
6-15-06-03,加工,INVOLVES_ACTION
6-15-06-03,维护保养,INVOLVES_ACTION
6-15-06-03,耐火制品,TARGETS_OBJECT
6-15-06-03,浸渍设备,TARGETS_OBJECT
6-15-06-03,磨床,TARGETS_OBJECT
6-15-06-04,操作,INVOLVES_ACTION
6-15-06-04,调整,INVOLVES_ACTION
6-15-06-04,维护保养,INVOLVES_ACTION
6-15-06-04,电炉,TARGETS_OBJECT
6-15-06-04,成纤设备,TARGETS_OBJECT
6-15-06-04,耐火纤维制品,TARGETS_OBJECT
6-15-07,加工,INVOLVES_ACTION
6-15-07,制成,INVOLVES_ACTION
6-15-07,炭,TARGETS_OBJECT
6-15-07,石墨原料,TARGETS_OBJECT
6-15-07,石墨及炭素制品,TARGETS_OBJECT
6-15-07-01,操作,INVOLVES_ACTION
6-15-07-01,调整,INVOLVES_ACTION
6-15-07-01,维护保养,INVOLVES_ACTION
6-15-07-01,煅烧炉窑,TARGETS_OBJECT
6-15-07-01,炭素原料,TARGETS_OBJECT
6-15-07-01,设备,TARGETS_OBJECT
6-15-07-01,煅烧炉窑,OPERATES_IN_ENV
6-15-07-02,操作,INVOLVES_ACTION
6-15-07-02,加工,INVOLVES_ACTION
6-15-07-02,维护保养,INVOLVES_ACTION
6-15-07-02,炭素原料,TARGETS_OBJECT
6-15-07-02,成型设备,TARGETS_OBJECT
6-15-07-02,炭素生制品,TARGETS_OBJECT
6-15-07-03,操作,INVOLVES_ACTION
6-15-07-03,监控调整,INVOLVES_ACTION
6-15-07-03,维护保养,INVOLVES_ACTION
6-15-07-03,炭素生制品,TARGETS_OBJECT
6-15-07-03,焙烧炉窑,TARGETS_OBJECT
6-15-07-03,设备,TARGETS_OBJECT
6-15-07-03,焙烧车间,OPERATES_IN_ENV
6-15-07-04,操作,INVOLVES_ACTION
6-15-07-04,监控调整,INVOLVES_ACTION
6-15-07-04,维护保养,INVOLVES_ACTION
6-15-07-04,炭素制品,TARGETS_OBJECT
6-15-07-04,浸渍罐,TARGETS_OBJECT
6-15-07-04,预热炉,TARGETS_OBJECT
6-15-07-05,操作,INVOLVES_ACTION
6-15-07-05,监控,INVOLVES_ACTION
6-15-07-05,维护,INVOLVES_ACTION
6-15-07-05,石墨化炉,TARGETS_OBJECT
6-15-07-05,焙烧品,TARGETS_OBJECT
6-15-07-05,电阻料,TARGETS_OBJECT
6-15-07-05,石墨化工,OPERATES_IN_ENV
6-15-07-06,操作,INVOLVES_ACTION
6-15-07-06,加工,INVOLVES_ACTION
6-15-07-06,维护保养,INVOLVES_ACTION
6-15-07-06,炭素制品,TARGETS_OBJECT
6-15-07-06,加工设备,TARGETS_OBJECT
6-15-07-06,石墨制品,TARGETS_OBJECT
6-15-07-07,操作,INVOLVES_ACTION
6-15-07-07,生产,INVOLVES_ACTION
6-15-07-07,检查,INVOLVES_ACTION
6-15-07-07,炭素特种材料,TARGETS_OBJECT
6-15-07-07,加工设备,TARGETS_OBJECT
6-15-07-07,炉窑,TARGETS_OBJECT
6-15-08,加工,INVOLVES_ACTION
6-15-08,生产,INVOLVES_ACTION
6-15-08,非金属矿物,TARGETS_OBJECT
6-15-08,高岭土,TARGETS_OBJECT
6-15-08,珍珠岩,TARGETS_OBJECT
6-15-08-01,操作,INVOLVES_ACTION
6-15-08-01,制造,INVOLVES_ACTION
6-15-08-01,加工,INVOLVES_ACTION
6-15-08-01,人工合成晶体,TARGETS_OBJECT
6-15-08-01,晶体器件,TARGETS_OBJECT
6-15-08-01,设备,TARGETS_OBJECT
6-15-08-02,操作,INVOLVES_ACTION
6-15-08-02,加工,INVOLVES_ACTION
6-15-08-02,维护保养,INVOLVES_ACTION
6-15-08-02,高岭土,TARGETS_OBJECT
6-15-08-02,加工设备,TARGETS_OBJECT
6-15-08-03,操作,INVOLVES_ACTION
6-15-08-03,焙烧,INVOLVES_ACTION
6-15-08-03,维护保养,INVOLVES_ACTION
6-15-08-03,珍珠岩,TARGETS_OBJECT
6-15-08-03,窑炉,TARGETS_OBJECT
6-15-08-03,膨胀珍珠岩及其制品,TARGETS_OBJECT
6-15-08-04,操作,INVOLVES_ACTION
6-15-08-04,生产加工,INVOLVES_ACTION
6-15-08-04,维护保养,INVOLVES_ACTION
6-15-08-04,石棉制品,TARGETS_OBJECT
6-15-08-04,生产设备,TARGETS_OBJECT
6-15-08-04,石棉及化工原料,TARGETS_OBJECT
6-15-08-05,操作,INVOLVES_ACTION
6-15-08-05,分拣,INVOLVES_ACTION
6-15-08-05,加工,INVOLVES_ACTION
6-15-08-05,云母原矿,TARGETS_OBJECT
6-15-08-05,云母制品,TARGETS_OBJECT
6-15-08-05,设备,TARGETS_OBJECT
6-15-99,制造,INVOLVES_ACTION
6-15-99,非金属矿物制品,TARGETS_OBJECT
6-16-01,开采,INVOLVES_ACTION
6-16-01,选别,INVOLVES_ACTION
6-16-01,固体矿物,TARGETS_OBJECT
6-16-01,煤炭,TARGETS_OBJECT
6-16-01,金属,TARGETS_OBJECT
6-16-01,非金属,TARGETS_OBJECT
6-16-01-01,操作,INVOLVES_ACTION
6-16-01-01,开采,INVOLVES_ACTION
6-16-01-01,维护保养,INVOLVES_ACTION
6-16-01-01,钻孔设备,TARGETS_OBJECT
6-16-01-01,矿岩,TARGETS_OBJECT
6-16-01-01,露天矿辅助设备,TARGETS_OBJECT
6-16-01-01,露天矿,OPERATES_IN_ENV
6-16-01-02,防范,INVOLVES_ACTION
6-16-01-02,操作,INVOLVES_ACTION
6-16-01-02,清除,INVOLVES_ACTION
6-16-01-02,爆破警戒区域,TARGETS_OBJECT
6-16-01-02,水泵,TARGETS_OBJECT
6-16-01-02,洒落物,TARGETS_OBJECT
6-16-01-02,露天矿,OPERATES_IN_ENV
6-16-01-02,采场,OPERATES_IN_ENV
6-16-01-03,操作,INVOLVES_ACTION
6-16-01-03,运输,INVOLVES_ACTION
6-16-01-03,维护保养,INVOLVES_ACTION
6-16-01-03,矿石,TARGETS_OBJECT
6-16-01-03,剥离物,TARGETS_OBJECT
6-16-01-03,矿山设备,TARGETS_OBJECT
6-16-01-03,矿山,OPERATES_IN_ENV
6-16-01-03,排弃场,OPERATES_IN_ENV
6-16-01-03,堆料场,OPERATES_IN_ENV
6-16-01-04,开掘,INVOLVES_ACTION
6-16-01-04,维护,INVOLVES_ACTION
6-16-01-04,铺设,INVOLVES_ACTION
6-16-01-04,矿井井筒,TARGETS_OBJECT
6-16-01-04,巷道,TARGETS_OBJECT
6-16-01-04,运输轨道,TARGETS_OBJECT
6-16-01-04,矿井,OPERATES_IN_ENV
6-16-01-05,操作,INVOLVES_ACTION
6-16-01-05,维护,INVOLVES_ACTION
6-16-01-05,装运,INVOLVES_ACTION
6-16-01-05,采矿机械,TARGETS_OBJECT
6-16-01-05,矿石,TARGETS_OBJECT
6-16-01-05,设备,TARGETS_OBJECT
6-16-01-05,井下采矿工作面,OPERATES_IN_ENV
6-16-01-06,操作,INVOLVES_ACTION
6-16-01-06,支护,INVOLVES_ACTION
6-16-01-06,维护保养,INVOLVES_ACTION
6-16-01-06,机具,TARGETS_OBJECT
6-16-01-06,顶板,TARGETS_OBJECT
6-16-01-06,液压支架,TARGETS_OBJECT
6-16-01-06,井下采矿工作面,OPERATES_IN_ENV
6-16-01-07,操作,INVOLVES_ACTION
6-16-01-07,铺设,INVOLVES_ACTION
6-16-01-07,维护,INVOLVES_ACTION
6-16-01-07,矿井运输机车,TARGETS_OBJECT
6-16-01-07,矿用轨道,TARGETS_OBJECT
6-16-01-07,输电线路,TARGETS_OBJECT
6-16-01-07,矿井,OPERATES_IN_ENV
6-16-01-08,操作,INVOLVES_ACTION
6-16-01-08,运送,INVOLVES_ACTION
6-16-01-08,矿山提升机,TARGETS_OBJECT
6-16-01-08,矿石,TARGETS_OBJECT
6-16-01-08,矿山,OPERATES_IN_ENV
6-16-01-09,操作,INVOLVES_ACTION
6-16-01-09,测定,INVOLVES_ACTION
6-16-01-09,维护,INVOLVES_ACTION
6-16-01-09,通风设施,TARGETS_OBJECT
6-16-01-09,通风参数,TARGETS_OBJECT
6-16-01-09,有害气体,TARGETS_OBJECT
6-16-01-09,矿井,OPERATES_IN_ENV
6-16-01-09,井下,OPERATES_IN_ENV
6-16-01-10,操作,INVOLVES_ACTION
6-16-01-10,检测,INVOLVES_ACTION
6-16-01-10,监督检查,INVOLVES_ACTION
6-16-01-10,安全监测仪器,TARGETS_OBJECT
6-16-01-10,矿井瓦斯,TARGETS_OBJECT
6-16-01-10,防爆设施,TARGETS_OBJECT
6-16-01-10,矿井,OPERATES_IN_ENV
6-16-01-10,工作面,OPERATES_IN_ENV
6-16-01-11,安装,INVOLVES_ACTION
6-16-01-11,维修,INVOLVES_ACTION
6-16-01-11,管理,INVOLVES_ACTION
6-16-01-11,矿山安全监控系统,TARGETS_OBJECT
6-16-01-11,安全仪器仪表,TARGETS_OBJECT
6-16-01-11,自救器,TARGETS_OBJECT
6-16-01-11,矿山井下,OPERATES_IN_ENV
6-16-01-12,援救,INVOLVES_ACTION
6-16-01-12,维护保养,INVOLVES_ACTION
6-16-01-12,遇险人员,TARGETS_OBJECT
6-16-01-12,灾害事故,TARGETS_OBJECT
6-16-01-12,救护仪器设备,TARGETS_OBJECT
6-16-01-12,矿井,OPERATES_IN_ENV
6-16-01-12,井下,OPERATES_IN_ENV
6-16-01-12,地面,OPERATES_IN_ENV
6-16-01-13,操作,INVOLVES_ACTION
6-16-01-13,监控,INVOLVES_ACTION
6-16-01-13,记录,INVOLVES_ACTION
6-16-01-13,远程设备控制系统,TARGETS_OBJECT
6-16-01-13,设备运行状态,TARGETS_OBJECT
6-16-01-13,生产指令,TARGETS_OBJECT
6-16-01-13,矿山,OPERATES_IN_ENV
6-16-01-14,操作,INVOLVES_ACTION
6-16-01-14,维护保养,INVOLVES_ACTION
6-16-01-14,监控,INVOLVES_ACTION
6-16-01-14,机械设备,TARGETS_OBJECT
6-16-01-14,矿石,TARGETS_OBJECT
6-16-01-14,生产线,TARGETS_OBJECT
6-16-01-15,操作,INVOLVES_ACTION
6-16-01-15,监控,INVOLVES_ACTION
6-16-01-15,维护保养,INVOLVES_ACTION
6-16-01-15,选矿设备,TARGETS_OBJECT
6-16-01-15,工艺参数,TARGETS_OBJECT
6-16-01-15,生产数据,TARGETS_OBJECT
6-16-01-16,操作,INVOLVES_ACTION
6-16-01-16,维护保养,INVOLVES_ACTION
6-16-01-16,监控,INVOLVES_ACTION
6-16-01-16,浓缩机,TARGETS_OBJECT
6-16-01-16,过滤机,TARGETS_OBJECT
6-16-01-16,干燥机,TARGETS_OBJECT
6-16-01-16,矿物,TARGETS_OBJECT
6-16-01-17,操作,INVOLVES_ACTION
6-16-01-17,监控,INVOLVES_ACTION
6-16-01-17,维护,INVOLVES_ACTION
6-16-01-17,尾矿处理设备,TARGETS_OBJECT
6-16-01-17,尾矿库,TARGETS_OBJECT
6-16-01-17,尾矿坝,TARGETS_OBJECT
6-16-01-17,尾矿库,OPERATES_IN_ENV
6-16-02,勘探,INVOLVES_ACTION
6-16-02,钻井,INVOLVES_ACTION
6-16-02,开采,INVOLVES_ACTION
6-16-02,储运,INVOLVES_ACTION
6-16-02,石油,TARGETS_OBJECT
6-16-02,天然气,TARGETS_OBJECT
6-16-02-01,操作,INVOLVES_ACTION
6-16-02-01,检测,INVOLVES_ACTION
6-16-02-01,填写,INVOLVES_ACTION
6-16-02-01,石油勘探设备,TARGETS_OBJECT
6-16-02-01,地震电缆,TARGETS_OBJECT
6-16-02-01,生产记录,TARGETS_OBJECT
6-16-02-02,操作,INVOLVES_ACTION
6-16-02-02,配制,INVOLVES_ACTION
6-16-02-02,填写,INVOLVES_ACTION
6-16-02-02,石油钻机,TARGETS_OBJECT
6-16-02-02,钻井液,TARGETS_OBJECT
6-16-02-02,生产记录,TARGETS_OBJECT
6-16-02-03,操作,INVOLVES_ACTION
6-16-02-03,维护,INVOLVES_ACTION
6-16-02-03,填写,INVOLVES_ACTION
6-16-02-03,井架,TARGETS_OBJECT
6-16-02-03,固井设备,TARGETS_OBJECT
6-16-02-03,随钻测量设备,TARGETS_OBJECT
6-16-02-04,操作,INVOLVES_ACTION
6-16-02-04,维修,INVOLVES_ACTION
6-16-02-04,安装,INVOLVES_ACTION
6-16-02-04,井下作业设备,TARGETS_OBJECT
6-16-02-04,油气水井,TARGETS_OBJECT
6-16-02-04,井下,OPERATES_IN_ENV
6-16-02-05,操作,INVOLVES_ACTION
6-16-02-05,维护,INVOLVES_ACTION
6-16-02-05,水下钻井设备,TARGETS_OBJECT
6-16-02-05,隔水管,TARGETS_OBJECT
6-16-02-05,井控控制系统,TARGETS_OBJECT
6-16-02-05,水下,OPERATES_IN_ENV
6-16-02-06,操作,INVOLVES_ACTION
6-16-02-06,采集,INVOLVES_ACTION
6-16-02-06,分析,INVOLVES_ACTION
6-16-02-06,录井仪,TARGETS_OBJECT
6-16-02-06,地层测试器,TARGETS_OBJECT
6-16-02-06,油气水井,TARGETS_OBJECT
6-16-02-07,操作,INVOLVES_ACTION
6-16-02-07,采集,INVOLVES_ACTION
6-16-02-07,维护保养,INVOLVES_ACTION
6-16-02-07,注采设备,TARGETS_OBJECT
6-16-02-07,石油及伴生天然气,TARGETS_OBJECT
6-16-02-07,地层,TARGETS_OBJECT
6-16-02-07,井口,OPERATES_IN_ENV
6-16-02-07,集输系统,OPERATES_IN_ENV
6-16-02-07,海洋平台,OPERATES_IN_ENV
6-16-02-08,操作,INVOLVES_ACTION
6-16-02-08,监控,INVOLVES_ACTION
6-16-02-08,维护,INVOLVES_ACTION
6-16-02-08,天然气采集设备,TARGETS_OBJECT
6-16-02-08,压缩机组,TARGETS_OBJECT
6-16-02-08,仪器仪表,TARGETS_OBJECT
6-16-02-08,天然气井站,OPERATES_IN_ENV
6-16-02-08,集气站,OPERATES_IN_ENV
6-16-02-09,操作,INVOLVES_ACTION
6-16-02-09,检测,INVOLVES_ACTION
6-16-02-09,维护,INVOLVES_ACTION
6-16-02-09,煤层气排采集输设备,TARGETS_OBJECT
6-16-02-09,煤层气集输管道,TARGETS_OBJECT
6-16-02-09,排采数据,TARGETS_OBJECT
6-16-02-09,井场,OPERATES_IN_ENV
6-16-02-09,分阀室,OPERATES_IN_ENV
6-16-02-10,操作,INVOLVES_ACTION
6-16-02-10,维护保养,INVOLVES_ACTION
6-16-02-10,天然气处理装置,TARGETS_OBJECT
6-16-02-10,轻烃加工装置,TARGETS_OBJECT
6-16-02-10,生产设备,TARGETS_OBJECT
6-16-02-11,操作,INVOLVES_ACTION
6-16-02-11,计量,INVOLVES_ACTION
6-16-02-11,输送,INVOLVES_ACTION
6-16-02-11,油气处理与输送设备,TARGETS_OBJECT
6-16-02-11,原油,TARGETS_OBJECT
6-16-02-11,天然气,TARGETS_OBJECT
6-16-02-11,油气田,OPERATES_IN_ENV
6-16-02-11,注水站,OPERATES_IN_ENV
6-16-02-12,检测,INVOLVES_ACTION
6-16-02-12,巡检,INVOLVES_ACTION
6-16-02-12,维护,INVOLVES_ACTION
6-16-02-12,油气管道,TARGETS_OBJECT
6-16-02-12,附属设施,TARGETS_OBJECT
6-16-02-12,储运设备,TARGETS_OBJECT
6-16-02-12,集输场站,OPERATES_IN_ENV
6-16-02-12,海洋,OPERATES_IN_ENV
6-16-02-13,维护保养,INVOLVES_ACTION
6-16-02-13,操作,INVOLVES_ACTION
6-16-02-13,起重设备,TARGETS_OBJECT
6-16-02-13,油气输送设备,TARGETS_OBJECT
6-16-02-13,消防救生设备,TARGETS_OBJECT
6-16-02-13,海上平台,TARGETS_OBJECT
6-16-02-13,海上平台,OPERATES_IN_ENV
6-16-03,开采,INVOLVES_ACTION
6-16-03,制取,INVOLVES_ACTION
6-16-03,海盐,TARGETS_OBJECT
6-16-03,湖盐,TARGETS_OBJECT
6-16-03,井矿盐,TARGETS_OBJECT
6-16-03,原盐,TARGETS_OBJECT
6-16-03,海,OPERATES_IN_ENV
6-16-03,湖,OPERATES_IN_ENV
6-16-03,井矿,OPERATES_IN_ENV
6-16-03-01,操作,INVOLVES_ACTION
6-16-03-01,晒制,INVOLVES_ACTION
6-16-03-01,采收,INVOLVES_ACTION
6-16-03-01,海盐,TARGETS_OBJECT
6-16-03-01,扬水泵,TARGETS_OBJECT
6-16-03-01,盐池,TARGETS_OBJECT
6-16-03-01,盐田,OPERATES_IN_ENV
6-16-03-02,钻孔,INVOLVES_ACTION
6-16-03-02,采掘,INVOLVES_ACTION
6-16-03-02,湖盐,TARGETS_OBJECT
6-16-03-02,盐矿体,TARGETS_OBJECT
6-16-03-02,设备,TARGETS_OBJECT
6-16-03-02,湖盐矿,OPERATES_IN_ENV
6-16-03-03,操作,INVOLVES_ACTION
6-16-03-03,制取,INVOLVES_ACTION
6-16-03-03,维护保养,INVOLVES_ACTION
6-16-03-03,井矿盐水,TARGETS_OBJECT
6-16-03-03,制盐设备,TARGETS_OBJECT
6-16-03-03,卤水,TARGETS_OBJECT
6-16-03-03,井口,OPERATES_IN_ENV
6-16-99,采矿,INVOLVES_ACTION
6-16-99,矿产资源,TARGETS_OBJECT
6-16-99,矿区,OPERATES_IN_ENV
6-17-01,加工,INVOLVES_ACTION
6-17-01,冶炼,INVOLVES_ACTION
6-17-01,铁矿粉,TARGETS_OBJECT
6-17-01,矿石,TARGETS_OBJECT
6-17-01,辅料,TARGETS_OBJECT
6-17-01-01,操作,INVOLVES_ACTION
6-17-01-01,维护保养,INVOLVES_ACTION
6-17-01-01,铁矿粉,TARGETS_OBJECT
6-17-01-01,配料设备,TARGETS_OBJECT
6-17-01-01,原料,TARGETS_OBJECT
6-17-01-02,操作,INVOLVES_ACTION
6-17-01-02,控制,INVOLVES_ACTION
6-17-01-02,维护保养,INVOLVES_ACTION
6-17-01-02,烧结机,TARGETS_OBJECT
6-17-01-02,粉矿,TARGETS_OBJECT
6-17-01-02,烧结矿,TARGETS_OBJECT
6-17-01-02,烧结机台车,OPERATES_IN_ENV
6-17-01-03,操作,INVOLVES_ACTION
6-17-01-03,调节,INVOLVES_ACTION
6-17-01-03,维护保养,INVOLVES_ACTION
6-17-01-03,焙烧窑,TARGETS_OBJECT
6-17-01-03,球团矿,TARGETS_OBJECT
6-17-01-03,原料,TARGETS_OBJECT
6-17-01-04,操作,INVOLVES_ACTION
6-17-01-04,维护保养,INVOLVES_ACTION
6-17-01-04,烧结矿,TARGETS_OBJECT
6-17-01-04,设备,TARGETS_OBJECT
6-17-01-04,成品矿,TARGETS_OBJECT
6-17-01-05,操作,INVOLVES_ACTION
6-17-01-05,制备,INVOLVES_ACTION
6-17-01-05,维护保养,INVOLVES_ACTION
6-17-01-05,高炉原料系统,TARGETS_OBJECT
6-17-01-05,原燃料,TARGETS_OBJECT
6-17-01-05,设备,TARGETS_OBJECT
6-17-01-05,高炉,OPERATES_IN_ENV
6-17-01-06,操作,INVOLVES_ACTION
6-17-01-06,监控,INVOLVES_ACTION
6-17-01-06,维护保养,INVOLVES_ACTION
6-17-01-06,高炉控制系统,TARGETS_OBJECT
6-17-01-06,铁水,TARGETS_OBJECT
6-17-01-06,炉渣,TARGETS_OBJECT
6-17-01-06,高炉,OPERATES_IN_ENV
6-17-01-06,炉前,OPERATES_IN_ENV
6-17-01-07,操作,INVOLVES_ACTION
6-17-01-07,监控,INVOLVES_ACTION
6-17-01-07,维护,INVOLVES_ACTION
6-17-01-07,热风炉,TARGETS_OBJECT
6-17-01-07,高炉煤气处理设备,TARGETS_OBJECT
6-17-01-07,高炉冷却系统,TARGETS_OBJECT
6-17-01-07,高炉,OPERATES_IN_ENV
6-17-01-08,操作,INVOLVES_ACTION
6-17-01-08,监控,INVOLVES_ACTION
6-17-01-08,调整,INVOLVES_ACTION
6-17-01-08,反应竖炉,TARGETS_OBJECT
6-17-01-08,工艺回路系统,TARGETS_OBJECT
6-17-01-08,氢基直接还原铁,TARGETS_OBJECT
6-17-02,加工,INVOLVES_ACTION
6-17-02,冶炼,INVOLVES_ACTION
6-17-02,浇铸,INVOLVES_ACTION
6-17-02,铁水,TARGETS_OBJECT
6-17-02,废钢,TARGETS_OBJECT
6-17-02,钢锭,TARGETS_OBJECT
6-17-02-01,操作,INVOLVES_ACTION
6-17-02-01,维护保养,INVOLVES_ACTION
6-17-02-01,炼钢原料,TARGETS_OBJECT
6-17-02-01,废钢,TARGETS_OBJECT
6-17-02-01,铁水,TARGETS_OBJECT
6-17-02-01,炉前,OPERATES_IN_ENV
6-17-02-01,混铁炉,OPERATES_IN_ENV
6-17-02-02,操作,INVOLVES_ACTION
6-17-02-02,冶炼,INVOLVES_ACTION
6-17-02-02,维护,INVOLVES_ACTION
6-17-02-02,设备,TARGETS_OBJECT
6-17-02-02,铁水,TARGETS_OBJECT
6-17-02-02,钢水,TARGETS_OBJECT
6-17-02-03,操作,INVOLVES_ACTION
6-17-02-03,浇铸,INVOLVES_ACTION
6-17-02-03,维护保养,INVOLVES_ACTION
6-17-02-03,钢水,TARGETS_OBJECT
6-17-02-03,钢坯,TARGETS_OBJECT
6-17-02-03,钢锭,TARGETS_OBJECT
6-17-02-03,连续机,OPERATES_IN_ENV
6-17-02-03,钢锭模,OPERATES_IN_ENV
6-17-02-04,修制,INVOLVES_ACTION
6-17-02-04,安装,INVOLVES_ACTION
6-17-02-04,清理,INVOLVES_ACTION
6-17-02-04,维护,INVOLVES_ACTION
6-17-02-04,铁水罐,TARGETS_OBJECT
6-17-02-04,钢水罐,TARGETS_OBJECT
6-17-02-04,中间罐,TARGETS_OBJECT
6-17-02-05,指挥,INVOLVES_ACTION
6-17-02-05,脱,INVOLVES_ACTION
6-17-02-05,清理,INVOLVES_ACTION
6-17-02-05,钢锭模,TARGETS_OBJECT
6-17-02-05,保温帽,TARGETS_OBJECT
6-17-02-05,中注管,TARGETS_OBJECT
6-17-03,操作,INVOLVES_ACTION
6-17-03,离心铸管生产线,TARGETS_OBJECT
6-17-03,铸铁管,TARGETS_OBJECT
6-17-03,离心铸管生产线,OPERATES_IN_ENV
6-17-03-01,操作,INVOLVES_ACTION
6-17-03-01,制作,INVOLVES_ACTION
6-17-03-01,修复,INVOLVES_ACTION
6-17-03-01,铸管砂芯,TARGETS_OBJECT
6-17-03-01,铸管管模,TARGETS_OBJECT
6-17-03-01,设备,TARGETS_OBJECT
6-17-03-02,操作,INVOLVES_ACTION
6-17-03-02,制备,INVOLVES_ACTION
6-17-03-02,检查,INVOLVES_ACTION
6-17-03-02,铁水,TARGETS_OBJECT
6-17-03-02,铸铁管,TARGETS_OBJECT
6-17-03-02,离心铸管机,TARGETS_OBJECT
6-17-03-03,操作,INVOLVES_ACTION
6-17-03-03,加工处理,INVOLVES_ACTION
6-17-03-03,维护保养,INVOLVES_ACTION
6-17-03-03,铸铁管,TARGETS_OBJECT
6-17-03-03,设备,TARGETS_OBJECT
6-17-03-03,防腐涂层,TARGETS_OBJECT
6-17-04,冶炼,INVOLVES_ACTION
6-17-04,制取,INVOLVES_ACTION
6-17-04,铁合金,TARGETS_OBJECT
6-17-04,原料,TARGETS_OBJECT
6-17-04-01,操作,INVOLVES_ACTION
6-17-04-01,加工,INVOLVES_ACTION
6-17-04-01,维护保养,INVOLVES_ACTION
6-17-04-01,铁合金原料,TARGETS_OBJECT
6-17-04-01,生产设备,TARGETS_OBJECT
6-17-04-01,矿石,TARGETS_OBJECT
6-17-04-02,操作,INVOLVES_ACTION
6-17-04-02,监控,INVOLVES_ACTION
6-17-04-02,维护保养,INVOLVES_ACTION
6-17-04-02,冶炼炉,TARGETS_OBJECT
6-17-04-02,铁合金,TARGETS_OBJECT
6-17-04-02,炉渣,TARGETS_OBJECT
6-17-04-02,火法冶炼车间,OPERATES_IN_ENV
6-17-04-03,操作,INVOLVES_ACTION
6-17-04-03,调整,INVOLVES_ACTION
6-17-04-03,维护保养,INVOLVES_ACTION
6-17-04-03,铁合金炉料,TARGETS_OBJECT
6-17-04-03,窑炉设备,TARGETS_OBJECT
6-17-04-03,烧结机,TARGETS_OBJECT
6-17-04-04,操作,INVOLVES_ACTION
6-17-04-04,控制,INVOLVES_ACTION
6-17-04-04,维护,INVOLVES_ACTION
6-17-04-04,铁合金原料,TARGETS_OBJECT
6-17-04-04,浸滤装置,TARGETS_OBJECT
6-17-04-04,生产设备,TARGETS_OBJECT
6-17-04-05,操作,INVOLVES_ACTION
6-17-04-05,煅烧,INVOLVES_ACTION
6-17-04-05,维护保养,INVOLVES_ACTION
6-17-04-05,钒原料,TARGETS_OBJECT
6-17-04-05,设备,TARGETS_OBJECT
6-17-04-05,钒氮合金,TARGETS_OBJECT
6-17-05,精炼,INVOLVES_ACTION
6-17-05,提取,INVOLVES_ACTION
6-17-05,重有色金属原料,TARGETS_OBJECT
6-17-05,铜,TARGETS_OBJECT
6-17-05,铅,TARGETS_OBJECT
6-17-05,锌,TARGETS_OBJECT
6-17-05,镍,TARGETS_OBJECT
6-17-05-01,操作,INVOLVES_ACTION
6-17-05-01,制备,INVOLVES_ACTION
6-17-05-01,维护保养,INVOLVES_ACTION
6-17-05-01,冶炼原料,TARGETS_OBJECT
6-17-05-01,燃料,TARGETS_OBJECT
6-17-05-01,熔剂,TARGETS_OBJECT
6-17-05-02,操作,INVOLVES_ACTION
6-17-05-02,焙烧,INVOLVES_ACTION
6-17-05-02,维护保养,INVOLVES_ACTION
